PMID,Title,Abstract
41479888,"Lymphocyte dynamics as the central mediator in osimertinib-induced CD4 T-cell depletion, fulminant cytomegalovirus pneumonitis, and progressive pulmonary fibrosis: a case report.","Osimertinib-induced severe lymphocytopenia can create a profound immunodeficiency state, facilitating opportunistic infections and progressive fibrotic lung disease. A 75-year-old female with EGFR-mutant NSCLC developed respiratory failure with diffuse ground-glass opacities and profound lymphocytopenia (ALC 0.48×10/L). Overreliance on BAL-NGS detection of Mycobacterium avium complex delayed diagnosis of cytomegalovirus pneumonia. Guideline-discordant erlotinib rechallenge accelerated lymphocyte depletion, culminating in high-grade CMV viremia with CD4 lymphocytopenia (0.16×10/L) and irreversible pulmonary fibrosis despite ganciclovir-induced virologic clearance. This case demonstrates an immune-fibrotic axis wherein TKI-induced lymphocytopenia enables CMV pneumonitis and fibrotic remodeling. Lymphocytopenia in this setting mandates urgent viral exclusion before attributing injury to drug toxicity and precludes TKI rechallenge during active infection or severe immunosuppression. BAL-NGS requires rigorous clinicoradiologic correlation."
41479791,Current status and upcoming developments for online adaptive proton therapy enabling a closed feedback loop for near real-time adaptation.,"Proton therapy (PT) has the potential to deliver conformal doses to the tumor while sparing normal tissue, but is highly susceptible to treatment uncertainties. The occurrence of anatomical changes during PT treatments has a major impact on the delivered dose, often necessitating plan adaptations that are typically performed offline and require a few days before the adapted plan is ready. In order to react promptly to detected anatomical changes, online adaptive proton therapy (OAPT) has been proposed with the goal of adapting the plan while the patient is on the treatment couch. First OAPT workflows for daily plan adaptation that are effective against interfractional anatomical variations have reached clinical application. However, even faster OAPT workflows are needed to cope with faster anatomical changes. Near real-time adaptive PT (NAPT) relying on online  treatment verification can be a potential solution for many tumor entities (e.g., thoraco-abdominal tumors), which would greatly benefit from the conformality of PT, but are presently challenging to treat with proton beams due to the influence of intrafractional variations. In addition, NAPT offers the opportunity to achieve the long-awaited closed PT feedback loop. In this paper we review the required tasks and necessary components in an OAPT workflow for the application of near real-time adaptation, proceeding sequentially from volumetric imaging for online plan adaptation up to online verification during delivery. Available technology and upcoming developments are discussed. Several aspects regarding regulatory approval, cost-benefit related issues and additional beyond-the-loop tasks are also addressed."
41479787,"Microfluidics and molecular diagnostics in renal cell carcinoma: advances, challenges, and future directions.","RCC represents the predominant form of kidney cancer, with rising global incidence and notable mortality despite advancements in diagnosis and treatment. Traditional imaging and histopathological techniques, while foundational, face limitations in early detection, subtype differentiation, and treatment personalization. This review comprehensively explores RCC's clinical and pathological landscape, then transitions to focus on recent innovations in microfluidics and molecular diagnostics that are reshaping kidney cancer management. Microfluidic platforms facilitate efficient, minimally invasive analysis of biomarkers such as CTCs, ctDNA, and exosomes, enabling real-time disease monitoring and drug response assessment. Biomolecular technologies-including single-cell sequencing, spatial transcriptomics, and next-generation sequencing-offer deeper insights into tumor heterogeneity and therapeutic resistance. The integration of multi-omics data and emerging platforms like kidney cancer-on-a-chip highlight the promise of precision medicine. Challenges in clinical translation, including assay standardization and regulatory hurdles, are also addressed. Together, these developments underscore a paradigm shift toward individualized, biomarker-driven care in RCC."
41479759,Indolent T-cell lymphoma of the gastrointestinal tract coexisting with gastric signet-ring cell carcinoma: A case report and review of literature.,"BACKGROUND: Indolent T-cell lymphoma of the gastrointestinal tract (iTCL-GI) is a rare mature T-cell lymphoma that has been formally recognized as a distinct entity in the 5 Edition World Health Organization Classification of Tumours of Haematolymphoid Tumours. However, the coexistence of iTCL-GI with epithelial malignancies is rare in clinical practice. This study reports a case of iTCL-GI with gastric signet-ring cell carcinoma (SRCC). We aim to increase diagnostic awareness among clinicians and pathologists regarding multiple primary tumors. CASE SUMMARY: A 65-year-old female presented with a 5-month history of lower abdominal pain, bloating, and vomiting. An abdominal computed tomography scan revealed irregular thickening of the gastric wall. Endoscopy revealed diffuse mucosal edema and rigid mucosa along the lesser curvature of the gastric body. There was a 1.5 cm mucosal protrusion on the greater curvature. Biopsy revealed that the lamina propria was expanded by a dense, nondestructive infiltrate of small lymphocytes in the greater curvature, which were characterized by a CD3+/CD8+/TIA-1+ immunophenotype with a low Ki-67 index. Clonal T-cell receptor rearrangement was detected, but the Epstein-Barr virus encoded RNA's was negative. Lesions on the lesser curvature of the gastric body were confirmed to be SRCCs. After three months of follow-up, the patient completed four cycles of chemotherapy targeting the SRCC. While her abdominal pain improved, she experienced a weight loss of 5 kg. CONCLUSION: Clinicians and pathologists must integrate assessment of these rare cases to prevent misdiagnosis and guide clinical practice."
41479730,"Dexmedetomidine enhances recovery after gastrointestinal cancer surgery by protecting the endothelial glycocalyx: A randomized, double-blind, placebo-controlled study.","BACKGROUND: The vascular endothelial glycocalyx (VEG) plays a critical role in maintaining vascular barrier integrity, regulating inflammation, and ensuring microcirculatory homeostasis. Surgical stress and systemic inflammation can disrupt the glycocalyx, leading to endothelial dysfunction, impaired microcirculation, and adverse postoperative outcomes. dexmedetomidine (DEX), an α2-adrenergic agonist with anti-inflammatory and organ-protective properties, has been suggested in preclinical and clinical studies to mitigate glycocalyx degradation, yet evidence in gastrointestinal cancer surgery remains limited. AIM: To determine whether perioperative DEX attenuates surgical inflammation-induced VEG degradation and preserves endothelial barrier function in patients undergoing gastrointestinal cancer resection. METHODS: This was a prospective, single-center, randomized, double-blind, placebo-controlled trial conducted at the First Affiliated Hospital of University of Science and Technology of China. A total of 110 patients undergoing elective gastric or colorectal tumor resection were randomly assigned (1:1) to receive intraoperative DEX or saline placebo. Anesthesia and analgesia were standardized across groups. The primary outcome was plasma syndecan-1 concentration, a marker of endothelial glycocalyx injury, measured at four perioperative timepoints (T0-T3). Secondary outcomes included inflammatory biomarkers [interleukin-6 (IL-6), tumor necrosis factor-alpha, C-reactive protein, heparan sulfate], microcirculatory parameters [perfused vessel density (PVD), flow index, P(v-a)CO, lactate], and clinical endpoints [extubation time, opioid use, Visual Analog Scale (VAS) scores, Quality of Recovery-15 Questionnaire (QoR-15), length of stay, and 30-day complications]. Postoperative complications were defined by Clavien-Dindo criteria and adjudicated by blinded investigators. The trial was registered prospectively (ChiCTR2500109633) and powered to detect a clinically meaningful difference in syndecan-1 levels. RESULTS: A total of 110 patients were randomized equally to the DEX or control group, with well-balanced baseline characteristics. Compared with controls, DEX significantly reduced postoperative infections (7%  16%) and intensive care unit admissions (7%  13%), shortened extubation time (13.1 ± 3.0 minutes  18.4 ± 4.0 minutes;  < 0.001), and decreased opioid use (23.1 ± 5.0 mg  27.3 ± 6.0 mg;  = 0.004) and VAS pain scores ( = 0.002). At abdominal closure, DEX attenuated endothelial glycocalyx injury, as evidenced by lower plasma syndecan-1 (44.72 ± 7.10 ng/mL  48.73 ± 6.26 ng/mL;  = 0.002) and heparan sulfate levels ( = 0.001). IL-6 was significantly reduced at 24 hours (110.77 ± 29.72 pg/mL  138.86 ± 35.95 pg/mL;  < 0.0001) and positively correlated with syndecan-1 ( = 0.71). Microcirculatory function improved with DEX, including higher PVD (21.40 ± 3.50 mm/mm²  19.94 ± 2.93 mm/mm²;  = 0.019), increased flow index, lower P(v-a)CO ( < 0.001), and reduced lactate ( = 0.003). DEX also improved recovery outcomes, with higher QoR-15 scores ( = 0.001), shorter hospital stays (6.49 ± 1.29 days  7.29 ± 1.59 days;  = 0.005), and fewer overall 30-day complications (12.7%  30.9%;  = 0.036). Receiver operating characteristic analysis identified syndecan-1 > 45 ng/mL at abdominal closure as a potential predictor of postoperative complications (area under the curve = 0.68, 95%CI: 0.59-0.76), and multivariable analysis showed a near-significant association (OR = 2.88,  = 0.057). Subgroup analyses demonstrated consistent anti-inflammatory and endothelial-protective effects of DEX across age and surgical approach strata. CONCLUSION: Perioperative administration of DEX confers significant endothelial-protective effects by mitigating glycocalyx degradation, suppressing systemic inflammation, and promoting enhanced postoperative recovery. These findings support its clinical utility as a valuable adjunctive therapy in the perioperative management of patients undergoing oncologic gastrointestinal surgery."
41479718,Reducing anastomotic complications with endoscopy in laparoscopic total gastrectomy.,"BACKGROUND: Early postoperative anastomosis-related complications are frequently associated with technical defects during the anastomotic procedure. Few studies focused on intraoperative anastomotic complications in esophagojejunostomy with circular stapler. AIM: To explore whether endoscopic examination could reduce the occurrence of early postoperative anastomotic complications. METHODS: Clinical data from 160 patients with gastric cancer who underwent laparoscopic total gastrectomy with esophagojejunostomy using a circular stapler at Nanchong Central Hospital from January 2020 to December 2023 were retrospectively analyzed. Based on whether intraoperative endoscopic examination (IEE) was performed, patients were divided into the IEE group and the non-IEE (NIEE) group. RESULTS: All patients successfully underwent laparoscopic total gastrectomy with esophagojejunostomy using a circular stapler. In the IEE group, 7 (8.8%) patients were found to have anastomotic defects: 3 (3.8%) air leaks, 2 (2.5%) bleeding, 1 (1.3%) stricture and 1 (1.3%) full-thickness tearing. Three patients with anastomotic discontinuities were subsequently treated with additional suturing. One anastomotic bleeding was managed with laparoscopic suturing, and another was treated with endoscopic clips. One patient had anastomotic stricture, which was corrected intraoperatively. One patient experienced full-thickness tearing caused by the circular stapler, necessitating a redo anastomosis. These anastomotic defects were repaired intraoperatively, and no postoperative anastomotic complications occurred. 6 (7.5%) patients with postoperative anastomotic complications were observed in the NIEE group. The NIEE group had a significantly higher incidence of postoperative anastomosis-related complications compared to the IEE group (7.5%  0%;  = 0.029). CONCLUSION: Routine IEE significantly reduces early anastomotic complications by enabling immediate detection and repair of technical defects in esophagojejunostomy with circular stapler."
41479716,Analysis of antinuclear antibody pattern distribution and correlation in patients with colorectal cancer.,"BACKGROUND: Patients with tumors often develop multiple autoantibodies against tumor-associated antigens. Among these, antinuclear antibodies (ANAs) constitute a clinically important group distributed across the nucleus, cytoplasm, and cytoskeleton. Emerging evidence suggests that ANAs are closely associated with the development and progression of various malignancies, including colorectal cancer (CRC). AIM: To detect ANA fluorescence patterns in CRC using indirect immunofluorescence (IIF) and investigate their correlation with the disease. METHODS: We collected serum samples from patients and healthy controls visiting The Affiliated Panyu Central Hospital of Guangzhou Medical University between May 2023 and March 2024 for analysis. The study included 38 patients with newly diagnosed CRC, 43 patients with colorectal polyps (CRP), and 29 healthy controls. Serum ANA expression was assessed by IIF, and fluorescence patterns were recorded for each group. Differences in ANA titers were compared among each group to analyze the differences in serum ANA-positive expression, which were further analyzed to explore the correlation between ANA expression and CRC screening. RESULTS: ANA positivity rates were 50.00% in the CRC group, 46.51% in the colorectal polyp group, and 6.90% in the healthy control group, with significantly higher rates in the two patient groups compared to the control group ( < 0.05). In the CRC group, the most common fluorescence patterns were nuclear speckled (15.79%) and cytoplasmic speckled (15.79%), with titers predominantly low (1:100, 28.95%). In the colorectal polyp group, nuclear speckled (18.60%) and nuclear homogeneous (11.63%) were the most frequent, with titers also predominantly low (1:100, 37.21%). The distribution of intermediate titers differed significantly among groups ( < 0.05). CONCLUSION: ANAs are associated with both CRP and CRC and may be useful in early CRC screening. Medium-to-high ANA titers, in particular, should prompt further evaluation for possible CRC correlation. Multiple ANA fluorescence patterns can be detected across all groups, with patients with CRP and CRC showing greater pattern diversity than healthy controls."
41479696,Visual screening and efficacy evaluation of high-performance fluorescent probe DAF-FM in esophagitis cancer transformation.,"BACKGROUND: Chronic esophagitis can progress to esophageal cancer  ""inflammation-dysplasia-cancer"" transformation, with nitric oxide (NO) serving as a critical mediator in this process. Traditional diagnostic methods (, endoscopic biopsy) for esophageal cancer transformation have low sensitivity and require long detection time, while existing fluorescent probes lack specificity and stability for real-time NO monitoring. High-performance fluorescent probes like DAF-FM, with NO-targeting ability, show potential for visual screening and efficacy evaluation but need systematic validation in esophageal cancer models. AIM: To validate the applicability of the fluorescent probe DAF-FM for visual screening of esophageal cancer transformation, explore the underlying mechanism of NO-regulated transformation, and evaluate the probe's efficacy in monitoring therapeutic responses. METHODS: Laser confocal imaging and flow cytometry were used to analyze DAF-FM's NO concentration/time-dependent fluorescence response, lysosomal targeting ( Pearson coefficient), and cytotoxicity (with cholecystokinin-8 assay) in esophageal cells. Sprague-Dawley rat esophageal cancer models (normal, esophagitis, esophageal cancer, and drug/radiotherapy intervention) were established to monitor NO dynamics and tumor volume correlation. Clinical diagnostic comparison (50 suspected patients) with endoscopic biopsy/histopathology was conducted using Kolmogorov-Smirnov test and Student's -test ( < 0.05). Western blot and quantitative real-time polymerase chain reaction were used to explore NO's role in the nuclear factor-kappa B (NF-κB) pathway. RESULTS: DAF-FM exhibited concentration/time-dependent fluorescence with NO (300 μM NO: 60-minute fluorescence intensity 458 ± 15 arbitrary units,  < 0.05) and specific lysosomal targeting (Pearson's coefficient = 0.82 ± 0.03). It had low cytotoxicity (82.3% ± 4.1% cell viability at 50 μM). In rat models, DAF-FM showed that NO was correlated with tumor volume (² = 0.87). Clinically, its sensitivity (92.5%) outperformed endoscopic biopsy (78.3%), with shorter detection time (30 minutes  48 hours,  < 0.05). Mechanistically, NO regulated transformation  the NF-κB pathway (Pearson's coefficient = 0.78 ± 0.05 between DAF-FM and NF-κB). CONCLUSION: DAF-FM is a feasible tool for visual screening of esophageal cancer transformation, enabling real-time NO monitoring, high-sensitivity diagnosis, and therapeutic efficacy evaluation. It provides a new approach for esophageal cancer diagnosis and mechanism research."
41479648,Development and validation of a nomogram incorporating dietary factors for predicting -negative early gastric cancer risk.,"BACKGROUND: Gastric cancer (GC) is one of the most prevalent malignant tumors worldwide and poses a significant threat to human health.  ()negative early GC (HpN-EGC) often remains undetected because of its asymptomatic progression. AIM: To accurately and efficiently identify high-risk HpN-EGC individuals and guide clinical diagnosis and treatment, we developed a clinical prediction model for HpN-EGC. METHODS: This retrospective case-control study evaluated 593 confirmed -negative cases at a hospital. Eligible patients were randomized into training ( = 416) and internal validation ( = 177) groups. Multivariate logistic regression analysis identified significant predictors, which were incorporated into the nomogram. Patients from a different hospital were included in the external validation group ( = 109). Subgroup analyses explored  eradication (> 1 year) in -naive populations. RESULTS: Risk factors for HpN-EGC were advanced age [odds ratio (OR): 1.13], digestive comorbidities (OR: 17.55), and frequent consumption of smoked and hot foods (OR: 19.00; OR: 4.19). Regular legume and nut intake had protective effects (OR: 0.30; OR: 0.14). The nomogram showed excellent discrimination [training area under the curve (AUC) = 0.904; internal validation AUC = 0.865; external validation AUC = 0.794], stable calibration, and predictive accuracy, with a C-index of 0.904 (95% confidence interval: 0.876-0.931). Good model fit was supported by a non-significant Hosmer-Lemeshow test result (  = 7.57,  = 0.477). Subgroup analysis revealed that smoking and alcohol consumption specifically increased the risk in -naive patients, whereas legume and nut consumption consistently reduced the risk across subgroups. CONCLUSION: The HpN-EGC risk prediction tool effectively identifies high-risk individuals based on age, digestive comorbidities, consumption of smoked and hot foods, and legume and nut intake."
41479646,Ethnic genomic differences in esophageal squamous cell carcinoma: Whole-exome sequencing of Han and Kazakh populations in China.,"BACKGROUND: Esophageal squamous cell carcinoma (ESCC) is a cancer with a poor prognosis, characterized by distinct geographical distribution and family clustering. AIM: To investigate if ethnic differences (Han  Kazakh) cause molecular variations in ESCC patients  genomic sequencing 299 samples. METHODS: Here, we sequenced samples from 299 ESCC patients collected from Henan Key Laboratory for Esophageal Cancer Research and National Key Laboratory of Metabolic Dysregulation and Esophageal Cancer Prevention and Treatment, The First Affiliated Hospital of Zhengzhou University, including Han and Kazakh ethnic groups, and performed a genomic comparative analysis of these two ethnic cohorts. RESULTS: ESCC patients of Kazakh ethnicity present with a later age of onset compared to Han. Kazakh patients exhibit a slightly higher tumor mutation burden compared to their Han counterparts. Three genes , , and  exhibited mutation frequencies threefold higher in Kazakh patients than in Han. This enrichment may be associated with Kazakhs' adaptation to cold climates and consumption of high-calorie diets. Among Han patients, the apolipoprotein B messenger RNA-editing enzyme catalytic polypeptide (APOBEC)-associated single base substitutions (SBS) 13 mutational signature is more prevalent, whereas SBS6, indicative of DNA mismatch repair deficiency, is more common in Kazakh patients. Additionally, Han Chinese patients with APOBEC-enriched tumors exhibit a significantly higher mutation load than those without. Moreover, patients lacking the APOBEC signature demonstrate superior survival probability compared to the APOBEC-enriched group. CONCLUSION: Living environment and diet are major factors in the development of ESCC. Genomic difference may provide guidance for the formulation of clinical treatment plans for ESCC from different ethnics regions."
41479622,[Social determinants of health that influence pap smear and mammography screening in Chilean women].,"INTRODUCTION: In Chile cancer will be the main cause of mortality in the following years. Pap smears and Mammography are the recommended requirements to detect cervical and breast cancer early. The presence of negative social determinants of health can influence the non-taking of Pap smears and Mammography in the Chilean female population. OBJECTIVE: Estimate the influence that social determinants of health have on not taking Pap smears and Mammography exams in Chilean women. METHODS: Descriptive-analytical, cross-sectional secondary-based study. Considers the female population responding to the National Socioeconomic Characterization Survey 2022, over 18 years of age. For Mammography 19,220 women. For Pap smears 33,992 women. Bivariate and multivariate analyzes were carried out on the social determinants of health that may influence not taking Pap smears and Mammography. RESULTS: Not having a Mammogram is associated with being unemployed, being poor, having a public health system, not having had a health check in more than 12 months and not having had a Pap smear in the last three years. Age, not having a health check-up in more than 12 months and not having had a Mammogram in the last three years, is associated with not having a Pap smear. CONCLUSIONS: Chilean women with worse social determinants of health are more likely to not have Pap smears and mammography."
41479565,Targeted Radionuclide Detection of Malignant Tumors Using Affibody.,"This review examines the potential applications of affibody molecules in various fields of biotechnology and clinical medicine. Consideration is given to the high affinity and specificity of affibody molecules for selected molecular targets, as well as their potential for the in vivo visualization of various malignant tumors. Significant attention is paid to preclinical and clinical studies of affibody conjugates with various radioisotopes for targeted radionuclide tumor imaging, which is particularly relevant in addressing challenges encountered during the diagnosis and treatment of these patients. Clinical trials demonstrate that radiopharmaceuticals are well-tolerated and effective for the assessment of tumor process prevalence and the determination of HER2/neu status in breast cancer patients, supporting further research."
41479552,Impact of Xpert Carba-R-based screening for carbapenem-resistant organisms on infection-related mortality in hematopoietic stem cell transplant recipients.,"BACKGROUND: The emergence of carbapenem-resistant organisms (CROs) poses a major challenge to clinical infection control in hospitals. Patients undergoing hematopoietic stem cell transplants (HSCTs) infected with CROs are at high risk of mortality. Proactive screening of HSCT patients for CRO colonization may enable early and accurate preemptive anti-CRO therapy, reduce the probability of secondary infections, and contribute to infection prevention and control measures. However, screening CRO colonization with stool/rectal swab culture and sensitivity has a low positivity rate with a long turnaround time, which limits the effectiveness of the interventions. A more rapid and accurate method to detect CRO colonization is urgently needed. Xpert Carba-R assay provides a rapid and accurate detection of carbapenemase types, enabling targeted anti-infective therapy selection based on the identified resistance mechanism. METHODS: We conducted a historically controlled prospective study at Union Hospital, Tongji Medical College, Huazhong University of Science and Technology between August 2021 and July 2022. The study population comprised adult HSCT patients (≥18 years old) who received preemptive anti-CRO therapy based on rectal culture and Xpert Carba-R screening during this period. A total of 381 patients who underwent HSCT from August 2020 to July 2022 were included in the study, and CRO colonization screening was performed on admission and weekly thereafter. In the historic control group from August 2020 to July 2021, HSCT patients were screened only by rectal swab traditional CRO culture, and CRO colonization was determined if the rectal culture was positive. In the study group from August 2021 to July 2022, two rectal swab specimens were collected from HSCT patients for both CRO traditional culture (RS-culture) and Xpert Carba-R testing (RS-Carba-R). CRO colonization was determined if either of the screening methods was positive. CRO-active antibiotics were immediately provided on the first febrile episode of neutropenia (FN) in CRO-colonized patients. Clinical outcome data for the CRO monthly colonization rate and anti-infection efficiency were collected and contrasted between the two groups. RESULTS: In the historic group, 47 out of 197 patients (23.9%) were identified as colonized with CRO, detected only by RS-culture. In the study group, 41 out of 184 patients (22.3%) were identified as colonized with CRO, detected by either RS-culture or RS-Carba-R; among them,  was the most common CP-CRO strain, and the most prevalent carbapenemase type was NDM. This indicated a slightly lower annual detection rate of CRO gut colonization in the study group compared to the historic group, but no significant difference was observed (22.3% . 23.9%,  = 0.715). The incidence of CRO-related bloodstream infections (CRO-BSI) was significantly lower in the study group compared to the historic group (4.8% . 25.5%,  = 0.012), and the CRO-related mortality in colonized patients decreased from 19.4% in the historic group to 2.4% in the study group ( = 0.046). The monthly detection rate of CRO gut colonization by RS-culture in the historic group remained steady, with no significant fluctuation (19.7% in the first month and 18.8% in the last month). In contrast, the monthly detection rate of CRO gut colonization by either RS-culture or RS-Carba-R in the study group was higher in the first month compared to the historic group (21.2% in August 2021 . 18.8% in July 2021). However, a gradual decline in the monthly detection rates of CRO gut colonization by RS-culture and/or RS-Carba-R was observed in the study group, dropping from 21.2% in the first month to 2.9% in the last month. The univariate and multivariate analyses indicated that the study group had a shorter length of hospitalization (OR = 0.94, 95% CI 0.88-0.99,  = 0.038) and CRO-related mortality (OR = 0.12, 95% CI 0.01-0.75,  = 0.021) than the historic group. CONCLUSIONS: Our study showed a positive effect of more rapid CRO colonization screening using rectal swabs with Xpert Carba-R and culture, which can guide potent CRO preemptive therapy for subsequent infections based on the detected carbapenemase mechanism, thereby reducing mortality and the spread of CRO infection in HSCT patients. CLINICAL TRIAL REGISTRATION: chictr.org, identifier ChiCTR2100041976."
41479471,Optimizing Oral Cancer Screening: Latent Class Analysis of Chairside Adjuncts in a High-Risk Dental Cohort.,"INTRODUCTION: Oral cancer remains a major public health challenge in high-burden regions, and late diagnosis contributes to poor survival. Conventional oral examination (COE) may be limited by subjectivity and low specificity, prompting the evaluation of adjuncts, such as toluidine blue (TB) staining, autofluorescence imaging, and oral brush cytology. This study applied latent class analysis (LCA) to estimate the unbiased diagnostic performance of multiple chairside tests in a single cohort. MATERIALS AND METHODS: A cross-sectional diagnostic study was conducted on 100 adults (aged 18-70 years) with visible oral lesions. Sequential testing included COE, VELscope autofluorescence (LED Dental Inc., White Rock, British Columbia, Canada), OralCDx brush cytology (CDx Diagnostics, Suffern, NY, USA), and 1% TB staining, which were performed under standardized conditions by calibrated examiners (kappa > 0.80). Incisional biopsy was performed for lesions that were positive in ≥2 tests. LCA modeled the true disease status without universal verification; traditional metrics used histopathology as a reference. RESULTS: Histopathology confirmed dysplasia or malignancy in 43 patients (43%). COE showed high sensitivity (83.7%), but low specificity (54.4%). TB staining yielded a sensitivity of 69.8% and specificity of 86.0%, and autofluorescence showed a sensitivity of 60.5% and specificity of 89.5%. Brush cytology achieved a balanced accuracy (sensitivity 83.7%; specificity 80.7%), with the strongest correlation with histopathology (r = 0.64). LCA identified two latent classes, brush cytology and TB, demonstrating superior class discrimination. The inter-test agreement was highest between COE and TB (r = 0.61). CONCLUSIONS: No single test was found to be optimal. Brush cytology offered the best standalone accuracy, whereas COE and autofluorescence served as sensitive initial screens. A two-tier sequential strategy comprising COE/autofluorescence followed by brush cytology maximizes case detection and reduces false positives. The LCA provides robust and unbiased estimates for real-world screening. Integration into routine dental practice with structured training can improve early detection of oral dysplasia in high-risk populations."
41479341,Preoperative loco-regional assessment of prostate carcinoma using multi-parametric MRI and prostate-specific membrane antigen PET-computed tomography: correlation with histopathology.,"OBJECTIVES: The objective of this study is to evaluate the efficacy of multi-parametric MRI (mpMRI) and prostate-specific membrane antigen (PSMA) PET-computed tomography (CT) in preoperative loco-regional assessment of prostate carcinoma, correlating findings with histopathology. MATERIALS AND METHODS: This prospective observational study enrolled 44 men (mean age 67.5 years) with suspected localized prostate cancer. All participants underwent mpMRI and PSMA PET-CT scans prior to histopathological confirmation via transrectal ultrasound-guided biopsies or radical prostatectomy. Imaging results were analyzed for sensitivity, specificity, and agreement with histopathology using Cohen's Kappa statistic. Key parameters, such as Prostate Imaging Reporting and Data System (PI-RADS) scores (mpMRI) and maximum standardized uptake (SUVmax) values (PSMA PET-CT), were correlated with Gleason scores. RESULTS: MpMRI exhibited a sensitivity of 95% and specificity of 50%, while PSMA PET-CT achieved 96.3% sensitivity and 57.1% specificity. MpMRI showed strong agreement with histopathology for tumor site localization (Kappa = 0.760), surpassing PSMA PET-CT (Kappa = 0.651). PSMA PET-CT identified metastases in 27.2% of cases, while mpMRI detected extra-prostatic extension in 50%. Higher PI-RADS scores and SUVmax values were associated with increased Gleason scores, indicating aggressive disease. CONCLUSION: Both mpMRI and PSMA PET-CT offer high sensitivity for prostate cancer detection. MpMRI is superior for local staging, while PSMA PET-CT excels in identifying distant metastases. Their combined application enhances diagnostic accuracy and supports improved preoperative risk stratification in prostate carcinoma management."
41479263,MOF Composite Nanogel Printed Sensor for Tracking Glucose Consumption in Growing Cells and Uptake at the Cellular Level.,"A simple one-step process to synthesize a metal-coordinated polymeric hydrogel composite for the preparation of an automated printed sensor is proposed. In this work, the chelation mode of benzene-1,4-dithiocarboxamide is used as a precursor to synthesize nickel (Ni) and molybdenum (Mo)-metal-organic framework (MOF) (NiMo-MOF), and the composite (NiMo-MOF@nanogel) is achieved by a formation reaction between NiMo-MOF and functionalized polymer of polyaniline in the presence of chitosan. The synthesized NiMo-MOF and NiMo-MOF@nanogel composite is prepared at various temperatures and characterized with chemical, electrochemical, and surface analysis. The flower-shaped nanoparticles are obtained at a low 120°C. The sensor reveals a wide dynamic range with a lower detection limit (80 nm) for the catalytic oxidation of glucose. It is observed that the catalytic performances are enhanced with the composite with nanogel. The reliability is assessed by monitoring glucose consumption in cell (liver, lung, and muscle) growth stages for a period of 6 days and measure intracellular free glucose at cellular-levels, to verify the hypothesis that different types of individual single cancer cells can indeed show different intracellular glucose levels. This platform is great promise as a diagnostic tool for monitoring cancer progression and to distinguish various cancer cells in heterogeneous tissue biopsies."
41479260,Optimising Colorectal Cancer Care in Western Australia: Surveillance and Recurrence Insights.,"BACKGROUND: Colorectal cancer (CRC) is a leading malignancy in Australia, with many patients undergoing curative surgery for stage I-III disease. Despite treatment advances, recurrence remains a significant cause of mortality. This study assessed recurrence rates, survival and surveillance adherence across three public tertiary centres in Western Australia. METHODS: A retrospective cohort study was conducted on 459 stage I-III CRC patients who underwent curative resection between 2012 and 2013. Data on patient demographics, pathological features, surgical metrics, adjuvant therapy, survival and surveillance adherence were examined. Recurrence rates were analysed using univariate and multivariate logistic regression. RESULTS: Recurrence rates varied significantly (p = 0.007) across hospitals, highest at Hospital C (26.2%) and lowest at Hospital A (11.4%). Most recurrences (80%) occurred within 3 years, with a median time to recurrence of 1.6 years. Routine surveillance detected 78% of recurrences, but adherence was inconsistent, with non-adherence rates of 55.6% at Hospital C, 38.9% at Hospital B, and 5.6% at Hospital A. At 5 years, overall survival was 65.6%, disease-free survival 58.8%, and cancer-specific survival (CSS) 73.9%, with Hospital C showing significantly lower CSS (68.3%, p = 0.014). Multivariate analysis identified younger age (50-59 years, OR = 0.33, p = 0.01), Stage I disease (OR = 0.33, p = 0.04), and treatment at Hospital A (OR = 0.36, p = 0.004) as protective factors against recurrence. CONCLUSION: Significant variation in recurrence rates, survival, and surveillance adherence across institutions underscores the need for optimised, standardised follow-up protocols. More structured, centralised tracking systems may improve adherence and long-term outcomes for CRC patients."
