PMID,Title,Abstract
41444763,An efficient hybrid artificial intelligence framework for lung cancer classification using CT images.,"Lung cancer is the most dangerous type of cancer, and its affected rate increases gradually. The survival rate of lung cancer is very low compared to other cancers. Early prediction of lung cancer can help increase the survival rate by ensuring sufficient oxygen supply and eliminating carbon dioxide in the human body. Computed Tomography (CT) imaging is widely used by physicians for lung disease identification because it provides detailed cross-sectional views of the lungs and helps in detecting small nodules that may be missed by other imaging techniques. Manual visualization is time-consuming and sometimes leads to classification errors, making it difficult to identify lung cancer at an early stage. This limitation can be addressed through automated lung cancer prediction using Artificial Intelligence (AI). This research proposes a hybrid AI model to classify lung CT images as normal, benign, or malignant. Images from the Iraq-Oncology Teaching Hospital/National Center for Cancer Diseases (IQ-OTH/NCCD) dataset are used. These images undergo various pre-processing techniques, and features are extracted using both traditional methods such as Gray-Level Co-occurrence Matrix (GLCM) and Scale-Invariant Feature Transform (SIFT), and Deep Learning (DL) methods such as Visual Geometry Group (VGG-16) and MobileNet. The extracted features from both approaches are fused and processed through a Fully Connected Layer (FCL) for classification. Six combinations of feature extraction modules are evaluated for lung cancer prediction: GLCM + MobileNet, GLCM + VGG-16, SIFT + MobileNet, SIFT + VGG-16, GLCM + SIFT + MobileNet, and GLCM + SIFT + VGG-16. Among these combinations, the integration of GLCM and SIFT with MobileNet demonstrates superior performance compared to other AI combinations, achieving the highest accuracy, precision, recall, F1-score, and specificity. The proposed methodology is also compared with state-of-the-art methods, and the results indicate that the hybrid AI model surpasses existing approaches. The experimental findings confirm that the proposed model provides reliable results for lung cancer prediction from CT images and is suitable for real-time deployment."
41444394,AI-CAD for diagnostic mammography: comparison to radiologists according to different indications.,"OBJECTIVE: Although artificial intelligence-based computer-aided diagnosis (AI-CAD) is increasingly applied in screening mammography, its use in diagnostic settings is less established. This study evaluated the diagnostic performance of AI-CAD abnormality scores at optimized thresholds across various diagnostic indications vs radiologists. MATERIALS AND METHODS: This retrospective study included 1534 women (mean age, 51.4 ± 8.8 years) who underwent diagnostic mammography between March 2015 and February 2016. Cases were categorized into three diagnostic indications: (1) symptomatic, (2) BI-RADS 3 follow-up, and (3) referral for abnormal imaging. A commercially available AI-CAD system provided abnormality scores (0-100%). Final diagnosis was confirmed by pathology or ≥ 2-year imaging stability. AI-CAD performance (sensitivity, specificity, accuracy, PPV, and AUC was evaluated at two thresholds: vendor-recommended 10% for screening and an optimized 50% from ROC analysis (Youden's index), and compared with original radiologist interpretations. RESULTS: Among the 1534 patients, 397 (25.9%) were diagnosed with breast cancer. At the 50% threshold, AI-CAD showed significantly higher specificity (95.0% vs 86.2%), accuracy (91.7% vs 87.2%), and PPV (85.1% vs 69.5%) than radiologists (all p < 0.001). AUCs were comparable (AI-CAD: 0.886; radiologists: 0.882; p = 0.75). In symptomatic patients, AUC was significantly higher than radiologists (0.873 vs 0.815, p = 0.002); in BI-RADS 3 follow-ups and asymptomatic imaging-detected abnormalities, specificity was improved with a tradeoff in lower sensitivity. CONCLUSION: AI-CAD demonstrated diagnostic performance comparable to radiologists in mammography and, at an optimized threshold, offered superior specificity, PPV, and accuracy. Especially in symptomatic patients, a higher threshold increased diagnostic performance without compromising sensitivity. KEY POINTS: Question AI-CAD has the potential to be applied for diagnostic mammography by applying different thresholds. Findings Using an optimized threshold, AI-CAD demonstrated higher specificity, accuracy, and positive predictive value compared to radiologists. Clinical relevance When an optimized threshold is applied, AI-CAD shows comparable performance to radiologists, with higher specificity, accuracy, and positive predictive value."
41444372,Optimized federated learning framework with RegNetZ and Swin-Transformer for multimodal pancreatic cancer detection1.,"Pancreatic cancer is among the most lethal malignancies, marked by aggressive progression, late diagnosis, and limited screening methods, resulting in a five-year survival rate of less than 10%. Early-stage tumors are especially challenging to detect with standard CT and MRI imaging, leading to treatment delays and poor outcomes. While deep learning offers promise, centralized training in healthcare raises serious privacy and data-sharing concerns. This study introduces a federated learning framework that integrates RegNetZ and the Swin-Transformer for automated detection, subtype classification, and prognosis prediction from multimodal inputs, including CT, MRI, histology, genomic, and clinical records. The Swin-Transformer models long-range dependencies, whereas the lightweight RegNetZ backbone ensures efficient local feature extraction. A Hybrid Aquila-Grey Wolf Optimizer (HA-GWO) is incorporated to balance exploration and exploitation during hyperparameter tuning, providing faster convergence and reduced computational cost compared to conventional search strategies. The proposed framework, evaluated across 5-7 simulated client institutions, achieves 99.2% accuracy, 98.9% sensitivity, 99.0% precision, and 99.4% AUC, outperforming both CNN-only and transformer-only baselines. It further minimizes false positives and false negatives, improving both subtype classification (adenocarcinoma, neuroendocrine, cystic neoplasms) and prognosis risk prediction (high vs. low risk). Hyperparameter sensitivity analysis identifies a learning rate of 0.003 with a batch size of 64 as optimal. By enabling decentralized model training without raw data exchange, the system enhances diagnostic accuracy while preserving privacy, offering a practical solution for real-time pancreatic cancer detection in federated healthcare environments. The framework is scalable across medical institutions and supports precision oncology by enabling early and reliable diagnosis at low computational cost."
41443887,Recent Advances in Musculoskeletal Radiology: Bridging Innovation and Clinical Application.,"Recent advances in musculoskeletal (MSK) radiology have markedly improved diagnostic accuracy through innovations in MRI, CT, and artificial intelligence (AI). This review summarizes 7 key domains shaping current MSK imaging: (1) CT-like contrast MRI techniques for bone visualization, (2) quantitative MRI approaches, (3) AI applications in image reconstruction and diagnostic support, (4) MR spectroscopy (MRS) for metabolic assessment, (5) whole-body MRI for systemic disease evaluation, (6) positron emission tomography (PET) for metabolic and inflammatory imaging, and (7) advanced CT techniques such as weight-bearing CT. Zero echo time and ultrashort echo time MRI sequences enable the visualization and quantitative assessment of short-T2 tissues such as cortical bone, tendons, and fibrocartilage. Deep learning-based image reconstruction improves SNR and shortens scan time, enhancing image quality and diagnostic confidence. In parallel, AI-driven diagnostic support systems, including convolutional neural networks for lesion detection and natural language processing for report generation, are transforming workflow efficiency and consistency. MRS offers metabolic insights into muscle disorders such as sarcopenia, and whole-body-MRI provides comprehensive, radiation-free evaluation of tumor burden and inflammatory joint or enthesis involvement, making it valuable in oncology and rheumatic diseases. PET complements MRI by identifying metabolically active or inflammatory lesions. CT-based innovations further contribute to evaluating joint biomechanics with high spatial resolution. Together, these technological developments are enabling earlier disease detection, more precise diagnosis, and improved treatment monitoring, representing a paradigm shift in MSK imaging and clinical practice."
41443737,[Trend analysis and prediction of cancer incidence and mortality in the labor force population of Zhejiang Province cancer registry areas].,"To analyze the incidence and mortality of malignant tumors among the labor force in cancer registration areas of Zhejiang Province in 2021, as well as the trend from 2000 to 2021, and predict the burden in 2031, in order to provide reference for precise prevention and control.  The data of malignant tumors among the population aged 15-64 in Zhejiang cancer registration areas from 2000 to 2021 were collected. The incidence and mortality rates by gender, age group, urban-rural region, and major cancer types were analyzed. The age-standardized incidence (mortality) rates were calculated using the 2000 China standard population composition and Segi's world population composition, respectively. The Joinpoint regression model was used to estimate the temporal trends and to calculate the average annual percentage change (AAPC), and the auto-regressive integrated moving average model (ARIMA) was applied to predict the burden in 2031.  In 2021, 60 152 new cases of malignant tumors were reported among the labor force in the cancer registration areas of Zhejiang Province, accounting for 51.6% of all newly diagnosed malignant tumors across all age groups, while 10 285 deaths were recorded, representing 25.4% of the total. The age-standardized incidence rates of China was 283.4/10, and the age-standardized mortality rates of China was 39.5/10. The incidence rate in urban areas was higher than that in rural areas, while the mortality rate was lower in urban areas. The male-to-female ratio of the age-standardized incidence rate of world was 0.64:1, and the ratio of the age-standardized mortality rate of world was 1.76∶1. The top three cancers by incidence rate were thyroid cancer, lung cancer and breast cancer in females, while the top three by mortality rate were lung cancer, liver cancer and breast cancer in females. From 2000 to 2021, the incidence rate of malignant tumors in this population showed a significant upward trend (AAPC=3.61%, ＜0.001), particularly accelerating after 2013; while the mortality rate exhibited a general downward trend (AAPC=-1.60%, ＜0.001). The upward trends were most pronounced for thyroid cancer and prostate cancer in males, with AAPCs of 15.62% and 15.30%, respectively, while thyroid cancer in females showed the most significant growth, with an AAPC of 15.59% (all ＜0.05). Cancers with concurrent increases in both incidence and mortality included prostate cancer and colorectal cancer in males, and cervical cancer and lymphoma in females. ARIMA model projections indicated that by 2031, the age-standardized incidence rate of world would rise to 438/10, while the mortality rate would decline to 39/10.  From 2000 to 2021, malignant tumors among the labor force in cancer registration areas of Zhejiang Province exhibits an upward trend in incidence and a downward trend in mortality. Efforts should continue to advance early detection and treatment of tumors, vaccination, weight management, and healthy lifestyle practices."
41442913,A hybrid framework integrating serum biochemical markers and FTIR spectroscopy with machine learning for early cancer screening.,"Early detection of cancer remains a key challenge in clinical diagnosis. This study explored two serum sample-based early cancer screening methods: one based on biochemical parameters and the other based on infrared spectroscopy data, and combined the two methods with machine learning techniques. By statistically analyzing 20 serum biochemical indices from healthy individuals, lung cancer patients, and colorectal cancer patients, and combining them with the SHapley Additive exPlanations algorithm, eight biochemical parameters were finally identified as a biochemical tumor marker panel. The linear discriminant analysis model constructed based on this had a classification accuracy of 89.03 %, a specificity of 92.16 %, and a sensitivity of 81.63 %. In addition, infrared spectroscopy data of healthy, lung cancer, and colorectal cancer samples were used, and after second-order derivative preprocessing, the proposed ReliefF-Successive Projections Algorithm feature selection strategy was used to optimize the classification model performance. Among the multiple classification models, Cubic- Support Vector Machine achieved perfect performance with an accuracy, sensitivity, and specificity of 100 %. These findings demonstrate the value of biochemical analysis and vibrational spectroscopy in early cancer screening and provide useful support for the development of rapid and non-invasive diagnostic tools."
41442850,Systematic review and meta-analysis of AI-driven MRI motion artifact detection and correction.,"BACKGROUND: To systematically review and perform a meta-analysis of artificial intelligence (AI)-driven methods for detecting and correcting magnetic resonance imaging (MRI) motion artifacts, assessing current developments, effectiveness, challenges, and future research directions. METHODS: A comprehensive systematic review and meta-analysis were conducted, focusing on deep learning (DL) approaches, particularly generative models, for the detection and correction of MRI motion artifacts. Quantitative data were extracted regarding utilized datasets, DL architectures, and performance metrics. RESULTS: DL, particularly generative models, shows promise for reducing motion artifacts and improving image quality; however, limited generalizability, reliance on paired training data, and risk of visual distortions remain key challenges that motivate standardized datasets and reporting. CONCLUSIONS: AI-driven methods, particularly DL generative models, show significant potential for improving MRI image quality by effectively addressing motion artifacts. However, critical challenges must be addressed, including the need for comprehensive public datasets, standardized reporting protocols for artifact levels, and more advanced, adaptable DL techniques to reduce reliance on extensive paired datasets. Addressing these aspects could substantially enhance MRI diagnostic accuracy, reduce healthcare costs, and improve patient care outcomes."
41442042,Swallow Winged Kite Optimization with Shuffle Attention Xtreme Gradient Boost Network for lung cancer detection using CT image.,"Lung cancer is responsible for a significant number of deaths primarily because it is often diagnosed at an advanced stage, with few or no early symptoms to signal its presence. Convolutional diagnostic methods tend to be invasive, expensive, and lack the sensitivity needed for effective early detection, severely limiting the chances of timely treatment and improving patient outcomes. To address these complications, a Swallow Winged Kite Optimization with Shuffle Attention Xtreme Gradient Boost Network (SWKO_SA-XGBNet) is designed for lung cancer detection using CT images. Firstly, input images are preprocessed using the Non-Local Means (NLM) filter. Then, Segmentation of the lung nodule is performed by Medical Images Segment Net (MIS-Net). Next, image augmentation techniques are applied to segmented images. Then, a variety of features are extracted. Finally, lung cancer detection is done using SWKO_SA-XGBNet. SA-XGBNet integrates Convolutional Xtreme Gradient Boost (ConvXGB), Fractional Calculus (FC) and Shuffle Attention Network (SA-Net). Additionally, the model is optimized using newly developed SWKO, which combines the strengths of House Swallow Optimizer (HSO) and Black-winged Kite Algorithm (BKA). Furthermore, the designed scheme attained higher values of Accuracy of True Positive Rate (TPR), True Negative Rate (TNR), Precision and F1-score of 96.88%, 97.46%, 96.60%, 96.01%, and 96.73%."
41441999,Cost-effectiveness of artificial intelligence tools in radiology: a systematic review.,"OBJECTIVES: To systematically review the evidence on the cost-effectiveness of artificial intelligence (AI) interventions for diagnostic imaging in radiology, thereby identifying methodological gaps and priorities for future research. MATERIALS AND METHODS: A PRISMA-compliant search of PubMed, Cochrane Library, Scopus, Web of Science, and Embase was conducted for English-language studies published until January 23, 2025. Eligible studies evaluated AI-based radiology interventions for diagnostic imaging with formal economic analysis. Studies were appraised using the Consolidated Health Economic Evaluation Reporting Standards for Artificial Intelligence-based Interventions (CHEERS-AI) checklist. RESULTS: Of 360 publications identified, ten met the inclusion criteria. Nine studies reported cost-utility analyses using quality-adjusted life-years (QALYs) and one used disability-adjusted life-years (DALYs). All studies employed theoretical modeling (Markov, decision-tree, or hybrid simulations), with no prospective real-world cost-effectiveness data. Applications included cancer screening, acute stroke detection, infection control, and opportunistic detection of incidental findings. Most included studies used publicly available healthcare data from the United States or the United Kingdom to model cost-effectiveness outcomes, and concluded that AI may be cost-effective under model-specific assumptions and willingness-to-pay thresholds. Methodological heterogeneity precluded meta-analysis. CONCLUSION: Current evidence on the cost-effectiveness of AI in radiology is limited, model-based, and lacks validation with real-world prospective data. Future research should employ standardized evaluation frameworks and incorporate empirical clinical data to better inform implementation decisions. KEY POINTS: Question Economic evaluations are important for sustained implementation of AI in radiology, but current evidence on cost-effectiveness is limited. Findings Ten studies, predominantly from the United States and the United Kingdom, used model-based analyses and generally indicated cost-effectiveness under study-specific assumptions, without prospective real-world cost data. Clinical relevance Despite increasing adoption of AI tools in radiology, current cost-effectiveness evidence is limited, wholly model-based, and methodologically heterogeneous. Standardized economic evaluations using prospective real-world data are needed to support informed adoption decisions."
41441774,Review of flow cytometry findings and associated scoring approaches for identifying myelodysplastic syndrome and the future role of machine learning in improving the diagnostic algorithm.,"OBJECTIVE: Myelodysplastic syndrome (MDS) is a heterogeneous set of neoplasms that require careful exclusion of potential mimics before diagnosis. In the absence of identified recurrent cytogenetic or molecular genetic alterations, low-grade MDS can be particularly challenging to diagnose. Despite years of accumulating data demonstrating atypical flow cytometry findings associated with MDS, flow cytometry fails to find significant widespread use for diagnosing MDS primarily due to the varied and often subtle altered flow cytometry findings observed. To address this issue, several groups have developed and reported scoring systems to help discriminate MDS from non-MDS using flow cytometry. Our objective in this article is to review the published scoring systems, as well as emerging role of machine learning in MDS diagnosis. METHODS: Herein, we review many of the recurrent flow cytometric findings and associated reported scoring systems. We also review recent applications of machine learning to MDS and discuss its potential for enabling widespread use of the technology to assist in diagnosing MDS. RESULTS: Several of the published scoring systems are modified versions of or additions to the Ogata scoring system, with the ELN iFS score performing well in comparison studies. New and evolving machine learning approaches have the potential to facilitate improved use of flow cytometry for faster and more accurate MDS detection and have helped identify more useful features, such as erythroid cell SSC. CONCLUSIONS: Flow cytometry provides additional information that can help in diagnosis of MDS. Multiple scoring systems now exist that have significant potential to improve the standard approach to diagnosing MDS. Although requiring further development and validation, machine learning methods appear promising as an even more sensitive, specific, and rapid approach to using clinical flow cytometry for identification of MDS than the various prior reported scoring methods. We look forward to furthering improvements in flow cytometry for evaluation of patients with MDS, particularly through the developing use of machine learning approaches and other computational methods."
41441390,Clinically Focused Computer-Aided Diagnosis for Breast Cancer Using SE and CBAM with Multi-Head Attention.,"BACKGROUND/OBJECTIVES: Breast cancer is one of the most common malignancies in women worldwide. Early diagnosis and accurate classification in breast cancer detection are among the most critical factors determining treatment success and patient survival. In this study, a deep learning-based model was developed that can classify benign, malignant, and normal breast tissues from ultrasound images with high accuracy and achieve better results than the methods commonly used in the literature. METHODS: The proposed model was trained on a dataset of breast ultrasound images, and its classification performance was evaluated. The model is designed to effectively learn both local textural features and global contextual relationships by combining Squeeze-and-Excitation (SE) blocks, which emphasize channel-level feature importance, and Convolutional Block Attention Module (CBAM) attention mechanisms, which focus on spatial information, with the MHA structure. The model's performance is compared with three commonly used convolutional neural networks (CNNs) and three Vision Transformer (ViT) architectures. RESULTS: The developed model achieved an accuracy rate of 96.03% in experimental analyses, outperforming both the six compared models and similar studies in the literature. Additionally, the proposed model was tested on a second dataset consisting of histopathological images and achieved an average accuracy of 99.55%. The results demonstrate that the model can effectively learn meaningful spatial and contextual information from ultrasound data and distinguish different tissue types with high accuracy. CONCLUSIONS: This study demonstrates the potential of deep learning-based approaches in breast ultrasound-based computer-aided diagnostic systems, providing a reliable, fast, and accurate decision support tool for early diagnosis. The results obtained with the proposed model suggest that it can significantly contribute to patient management by improving diagnostic accuracy in clinical applications."
41441387,Evaluation of Projection Images for Visual Quality Control of Automated Left and Right Lung Segmentations on T1-Weighted MRI in Large-Scale Clinical Cohort Studies.,": To assess diagnostic accuracy of two-dimensional (2D) projection methods for rapid visual quality control of automated volumetric (3D) lung segmentations compared with slice-based 3D review of segmentation results for application in large-scale studies. : Segmentation of right and left lungs on T1-weighted MRI of 300 participants of the German National Cohort (NAKO) study was performed using the nnU-NET framework. Three variants of 2D projection images of segmentation masks were created: maximum intensity projection (MIP) using pseudo-chromadepth encoding with different color spectra for right and left lung (Colored_MIP) and standard deviation projection of segmentation mask outlines, encoded in black-and-white (Gray_outline) or using color-encoding (Colored_outline). The worst of two ratings by two independent raters conducting slice-based review for segmentation errors on underlying imaging data and review for mislabeling errors served as the standard of reference. All variants were evaluated by five raters each for identification of segmentation errors and the majority rating was used as index test. The time required for review was recorded and diagnostic accuracies were calculated. : Sensitivities of Colored_MIP, Colored_outline and Gray_outline were 88.2% [95%-CI 78.7%; 94.4%], 89.5% [80.3%; 95.3%] and 78.9% [68.1%; 87.5%]; specificities were 98.7% [96.1%; 99.7%], 96.4% [93.1%; 98.5%] and 98.7% [96.1%; 99.7%]; and F1-scores were 0.918, 0.895 and 0.863, respectively. Mean time per case and rater required for evaluation was 2.8 ± 0.9 s for Colored_outline, 1.7 ± 0.1 s for Colored_MIP, and 2.0 ± 0.4 s for Gray_outline. : The 2D segmentation mask projection images enabled the detection of segmentation errors of automated 3D segmentations of left and right lungs based on MRI with high diagnostic accuracy, especially when using color-encoding. The method enabled evaluation within a matter of seconds per case. Segmentation mask projection images may assist in visual quality control of automated segmentations in large-scale studies."
41441324,"Large Language Models for Drug-Related Adverse Events in Oncology Pharmacy: Detection, Grading, and Actioning.","Preventable medication harm in oncology is often driven by drug-related adverse events (AEs) that trigger order changes such as holds, dose reductions, delays, rechallenges, and enhanced monitoring. Much of the evidence needed to make these decisions lives in unstructured clinical texts, where large language models (LLMs), a type of artificial intelligence (AI), now offer extraction and reasoning capabilities. In this narrative review, we synthesize empirical studies evaluating LLMs and related NLP systems applied to clinical text for oncology AEs, focusing on three decision-linked tasks: (i) AE detection from clinical documentation, (ii) Common Terminology Criteria for Adverse Events (CTCAE) grade assignment, and (iii) grade-aligned actions. We also consider how these findings can inform pharmacist-facing recommendations for order-level safety. We conducted a narrative review of English-language studies indexed in PubMed, Ovid MEDLINE, and Embase. Eligible studies used LLMs on clinical narratives and/or authoritative guidance as model inputs or reference standards; non-text modalities and non-empirical articles were excluded. Nineteen studies met inclusion criteria. LLMs showed the potential to detect oncology AEs from routine notes and often outperformed diagnosis codes for surveillance and cohort construction. CTCAE grading was feasible but less stable than detection; performance improved when outputs were constrained to CTCAE terms/grades, temporally anchored, and aggregated at the patient level. Direct evaluation of grade-aligned actions was uncommon; most studies reported proxies (e.g., steroid initiation or drug discontinuation) rather than formal grade-to-action correctness. While prospective, real-world impact reporting remained sparse, several studies quantified scale advantages and time savings, supporting an initial role as high-recall triage with pharmacist adjudication. Overall, the evidence supports near-term, pharmacist-in-the-loop use of AI for AE surveillance and review, with CTCAE-structured, citation-backed outputs delivered into the pharmacist's electronic health record order-verification workspace as reviewable artifacts. Future work must standardize reporting and CTCAE/version usage, and measure grade-to-action correctness prospectively, to advance toward order-level decision support."
41440361,A Crosstalk Between Periodontal Disease and Human Immunodeficiency Virus: Application of Artificial Intelligence and Machine Learning in Risk Assessment and Diagnosis-A Narrative Review.,"Periodontal disease (PD) is an inflammatory condition caused by multiple periodontal pathogens, particularly those belonging to the Red Complex. Various risk factors influence the development of PD, including age, sex, socioeconomic status, ethnicity, and underlying health issues. Numerous molecular and cellular processes govern the inflammatory response, which affects the gums and tooth-supporting structures and ultimately leads to alveolar bone loss. Accumulating evidence suggests that Human Immunodeficiency Virus-1 (HIV-1) infection significantly impacts the initiation and progression of PD. While HIV-1 is treated with antiretroviral therapy, this treatment can also affect the course of periodontal disease and systemic health status. AI/ML and precision medicine integrates genomic and computational data to enable individualized disease prevention and treatment strategies. When applied responsibly, these technologies can assist clinicians in the timely detection of both PD and HIV-1. This review aims to discuss the factors that exacerbate PD and the available therapeutic options for persons living with (PLWH) and without HIV-1. Additionally, we emphasize the need for developing biomarkers for early diagnosis and intervention to manage PD effectively, ultimately improving the quality of life for those living with HIV."
41440273,Opportunities and Challenges in Gas Sensor Technologies for Accurate Detection of COVID-19.,"Gas sensors provide versatile opportunities for detecting volatile organic compounds (VOCs) such as acetone, methanol, ethanol, propanol, isoprene, and aldehydes in exhaled breath (EB) associated with COVID-19 respiratory infections. These VOCs provide valuable information about metabolic markers linked with COVID-19. They have opened opportunities to develop sensors for COVID-19 screening based on breath analysis. These sensors have the potential to provide the rapid detection of viruses in healthcare settings. RT-PCR, as a conventionally adopted diagnostic method, has a detection limit around 10-100 RNA copies/mL, with an accuracy of around 95%. Gas sensors have demonstrated VOC detection limits at the ppm level in COVID-19 EB and have displayed a sensitivity and specificity of 98.2% and 74.3%, respectively. Multiple gas sensors combined with machine learning algorithms have the potential to enhance the specificity of VOC detection. In addition to having an accuracy similar to that of the PCR method, the VOC-based diagnosis of COVID-19 offers unique advantages in terms of non-invasive and rapid detection. This review provides an overview of state-of-the-art gas sensors developed for COVID-19 detection. Despite there being significant developments in this field, there are certain challenges that still need to be addressed-these include the impact of environmental factors, the specificity of detection, the sensing range, and precision limitations, leading to accuracy issues. Despite these existing challenges, the integration of gas sensors with machine learning methods can enhance the accuracy of the detection of COVID-19. Future research directions are proposed to validate and standardize the application of gas sensors for COVID-19 in clinical settings."
41440193,The Emerging Role of Multimodal Artificial Intelligence in Urological Surgery.,"BACKGROUND: Multimodal artificial intelligence (MMAI) is transforming urological oncology by enabling the seamless integration of diverse data sources, including imaging, clinical records and robotic telemetry to facilitate patient-specific decision-making. METHODS: This narrative review summarizes the current developments, applications, opportunities and risks of multimodal AI systems throughout the entire perioperative process in uro-oncologic surgery. RESULTS: MMAI demonstrates quantifiable benefits across the entire perioperative pathway. Preoperatively, it improves diagnostics and surgical planning via multimodal data fusion. Intraoperatively, AI-assisted systems provide real-time context-based decision support, risk prediction and skill assessment within the operating theater. Postoperatively, MMAI facilitates automated documentation, early complication detection and personalized follow-up. Generative AI further revolutionizes surgical training through adaptive feedback and simulations. However, critical limitations must be addressed, including data bias, the barrier of closed robotic platforms, insufficient model validation, data security issues, hallucinations and ethical concerns regarding liability and transparency. CONCLUSIONS: MMAI significantly enhances the precision, efficiency and patient-centeredness of uro-oncological care. To ensure safe and widespread implementation, resolving the technical and regulatory barriers to real-time integration into robotic platforms is paramount. This must be coupled with standardized quality controls, transparent decision-making processes and responsible integration that fully preserves physician autonomy."
41439761,Digital screening mammograms: current status and future prospects.,"INTRODUCTION: Mammography has been a cornerstone of breast cancer screening for decades, demonstrating population-level reductions in breast cancer mortality. Limitations of mammography include reduced sensitivity in dense breast tissue, false-positive recalls and biopsies, and possible overdiagnosis. Emerging mammography technologies, including digital breast tomosynthesis (DBT), contrast-enhanced mammography (CEM), and artificial intelligence (AI) applications, seek to address these limitations and improve screening outcomes. AREAS COVERED: In this review, we discuss endpoints for assessment of emerging mammography technologies, including cancer detection, interval cancer, and advanced cancer rates. We review clinical trial data for DBT, highlighting studies reporting interval and advanced cancer rates, and contrast performance in average-risk and high-risk populations. We review CEM as a new modality for supplemental screening in women with dense breasts. Lastly, we cover the rapidly expanding space of AI-supported mammography tools, including those for lesion detection, exam triage, breast density assessment, and risk prediction. EXPERT OPINION: Emerging technologies in digital screening mammography have demonstrated improvements in surrogate endpoints like cancer detection, however, their effect on clinically meaningful outcomes such as interval cancer and advanced cancer reduction remains unproven. To ensure that innovations translate into tangible patient benefit, future research should prioritize clinically relevant endpoints and real-world evaluation."
41439274,A machine-learning informed circulating microbial DNA signature for early diagnosis of esophageal adenocarcinoma.,"Esophageal adenocarcinoma (EAC) has seen a dramatic rise in incidence in developed countries over the past three decades. Early detection of its precursors-gastroesophageal reflux disease (GERD), Barrett's esophagus (BE), and high-grade dysplasia (HGD) is critical for cancer prevention. This study presents the development and validation of a novel liquid biopsy assay based on circulating microbial DNA (cmDNA) for the early detection of EAC and HGD. Using metagenomic sequencing, we identified significant differences in microbial diversity and composition between EAC and HGD patients, as well as between BE and GERD patients. A total of 46 microbial candidates in tissue and 419 in serum were upregulated in EAC & HGD, with 11 consistently elevated in both sample types. Following qRT-PCR validation and LASSO regression, a 6-marker cmDNA panel was selected. This signature was incorporated into a diagnostic model trained with the XGBoost algorithm, achieving an AUC of 0.93 in the training cohort (52 HGD & EAC cases vs. 54 BE & GERD controls). Importantly, the model demonstrated robust performance in an independent testing cohort (23 HGD & EAC cases vs. 22 BE & GERD controls), yielding AUCs of 0.91 for EAC and 0.88 for HGD. These findings highlight the diagnostic potential of cmDNA-based profiling and support its utility as a minimally invasive, accurate, and generalizable tool for early detection of esophageal adenocarcinoma."
41439255,Multi-cohort ensemble learning framework for vaginal microbiome-based endometrial cancer detection.,"INTRODUCTION: Endometrial cancer is the most common gynecological malignancy in high-income countries and lacks an established strategy for early detection. Prior studies suggest that the vaginal microbiome may hold diagnostic potential, but inconsistent findings have limited clinical translation. METHODS: We conducted a systematic review to collect and analyze vaginal 16S rRNA sequencing data from five independent cohorts (n = 265). These studies included women with histologically confirmed endometrial cancer and controls with benign gynecologic conditions. We used these datasets to identify microbial signatures associated with endometrial cancer and to develop a predictive machine learning model. RESULTS: Microbial diversity was significantly higher in endometrial cancer samples, and host characteristics influenced community composition.  was reproducibly enriched in cancer samples across cohorts. An ensemble classifier accurately identified endometrial cancer in a held-out test set, achieving an area under the receiver operating characteristic curve of 0.93 (95% CI: 0.71-0.93), sensitivity of 1.0 (95% CI: 0.74-1.0), and a negative predictive value of 1.0 (95% CI: 0.59-1.0). DISCUSSION: These findings support the potential of vaginal microbiome profiling as a minimally invasive approach for early detection of endometrial cancer."
41439245,Proton radiography interpretation with artificial intelligence for treatment deviation detection in proton therapy.,"BACKGROUND AND PURPOSE: Patient setup errors, anatomical changes, and uncertainties in proton range estimation degrade dose conformity in proton therapy. Adaptive proton therapy (APT) mitigates these deviations by monitoring and adjusting treatment plans. Proton radiography (PR) offers direct proton range information, making it a promising method to detect such deviations. In this study, we developed and evaluated an artificial intelligence (AI) PR tool for automated interpretation and classification of treatment deviations. MATERIALS AND METHODS: Computed Tomography (CT) scans from 32 head-and-neck cancer patients were synthetically modified to simulate setup errors (±2-4 mm), calibration curve errors (±3-5% for fat/soft tissue, ±7-11% for bone), and anatomical changes (±2-12 mm mimicking weight variations). PR simulations were performed using OpenREGGUI to generate integral depth dose (IDD) curves and range shift maps (RSMs) across 260 × 260 mm PR fields, resulting in 14,503 RSMs. A convolutional neural network (EfficientNet-v2-M) was trained from scratch for multi-label classification. Performance was evaluated on the synthetic dataset and an independent clinical dataset of 22 patients who underwent plan adaptation. RESULTS: The CNN classified treatment deviations within one second per image. On the synthetic dataset, it achieved 97% precision, 92% recall, 93% F1-score, and 92% F2-score. On the clinical validation set, it maintained high performance metrics: 86% precision, 88% recall, 86% F1-score, and 87% F2-score, demonstrating strong generalization to clinical scenarios. CONCLUSIONS: The AI-enhanced PR tool enables fast, automated detection of treatment deviations in proton therapy, supporting its integration into APT workflows and online plan adaptation for improved quality assurance."
